nome,nicho,cidade,telefone,site,rating,qtd_reviews,score_oportunidade,motivo_abordagem,status,notas,mensagem_sugerida
"Lenir Efigenio Estética corporal facial e depilação","estética facial","Franca, SP","(16) 99188-3946","","5","34","55","sem_site","não contatado","","Oi! Vi o Lenir Efigenio Estética corporal facial e depilação aqui em Franca — 34 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Academia Fit Life - Franca","academia","Franca, SP","(16) 99244-0993","","5","44","55","sem_site","não contatado","","Oi! Vi o Academia Fit Life - Franca aqui em Franca — 44 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Clínica Estética Virtuosa - Franca","estética facial","Franca, SP","(16) 99999-1723","","4.9","46","55","sem_site","não contatado","","Oi! Vi o Clínica Estética Virtuosa - Franca aqui em Franca — 46 avaliações, nota 4.9, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Academia do Alemão","academia","Franca, SP","(16) 99142-7220","","5","49","55","sem_site","não contatado","","Oi! Vi o Academia do Alemão aqui em Franca — 49 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Agro+pet a casa do criador","pet shop","Franca, SP","(16) 99121-2359","","5","42","55","sem_site","não contatado","","Oi! Vi o Agro+pet a casa do criador aqui em Franca — 42 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Banho e tosa Balneário Camboriú","pet shop","balneario camburiu , itajai , itapema","(47) 99672-2854","","5","45","55","sem_site","não contatado","","Oi! Vi o Banho e tosa Balneário Camboriú aqui em Franca — 45 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Kananda Jost Esmalteria","salão de unhas","itapema","(54) 99220-7495","","5","36","55","sem_site","não contatado","","Oi! Vi o Kananda Jost Esmalteria aqui em Franca — 36 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"SELAH BEAUTY CO. - Gabriela Ferreira Manicure Itapema","salão de unhas","itapema","(47) 99613-9878","https://www.instagram.com/gabrielaf.nails/","5","16","55","so_rede_social","não contatado","","Oi! Vi o SELAH BEAUTY CO. - Gabriela Ferreira Manicure Itapema — 16 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Unhas da Adri💅","salão de unhas","itapema","(47) 99759-1766","https://www.instagram.com/adricunha.nail/profilecard/?igsh=MTZkcDZrd28xYTZtbw==","5","27","55","so_rede_social","não contatado","","Oi! Vi o Unhas da Adri💅 — 27 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Jessy Carneiro Nail Designer","salão de unhas","itapema","(21) 97900-8917","https://www.instagram.com/jessycarneironails?igsh=MTV0N2wyMGpoMjkwdg==","5","26","55","so_rede_social","não contatado","","Oi! Vi o Jessy Carneiro Nail Designer — 26 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Nails da Pam | Cursos & Mentoria de unhas","salão de unhas","itapema","(47) 99738-1818","https://www.instagram.com/nailsdapam?igsh=MTdoM3NnMnZrcmlpMQ==","5","15","55","so_rede_social","não contatado","","Oi! Vi o Nails da Pam | Cursos & Mentoria de unhas — 15 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Don Oliveira","barbearia","itapema","(47) 99244-0263","","5","43","55","sem_site","não contatado","","Oi! Vi o Barbearia Don Oliveira aqui em Franca — 43 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Brizolla Barbearia e Visagismo","barbearia","itapema","(48) 98873-1019","","5","37","55","sem_site","não contatado","","Oi! Vi o Brizolla Barbearia e Visagismo aqui em Franca — 37 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Build Studio - Meia Praia","academia","itapema","(47) 99760-0989","","4.8","40","55","sem_site","não contatado","","Oi! Vi o Build Studio - Meia Praia aqui em Franca — 40 avaliações, nota 4.8, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Dra. Micaela Floriani – Harmonização Facial em Itapema","estética facial","itapema","(48) 99168-0853","https://www.instagram.com/dramicaelafloriani?igsh=dDlzZTY2eGlraTQ0&utm_source=qr","5","25","55","so_rede_social","não contatado","","Oi! Vi o Dra. Micaela Floriani – Harmonização Facial em Itapema — 25 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica Dra Amanda Lermen","estética facial","itapema","","https://www.instagram.com/dra.amandalermen?igsh=MWtiMDB5eHI4d2FscQ%3D%3D&utm_source=qr","5","18","55","so_rede_social","não contatado","","Oi! Vi o Clínica Dra Amanda Lermen — 18 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Dra Franciele Hennicka","estética facial","itapema","(45) 99952-2592","","5","44","55","sem_site","não contatado","","Oi! Vi o Dra Franciele Hennicka aqui em Franca — 44 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Clínica Dra Josiane Costa Harmonização Facial e Corporal","estética facial","itapema","(47) 99998-5407","","4.7","39","55","sem_site","não contatado","","Oi! Vi o Clínica Dra Josiane Costa Harmonização Facial e Corporal aqui em Franca — 39 avaliações, nota 4.7, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Dra. Bruna Larissa | Harmonização Facial Itapema","estética facial","itapema","(47) 99236-1355","https://www.instagram.com/dra.brunalarissab?igsh=cDdiZTloOWR1OGFl&utm_source=qr","5","28","55","so_rede_social","não contatado","","Oi! Vi o Dra. Bruna Larissa | Harmonização Facial Itapema — 28 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"My Pets Pet Shop","pet shop","itapema","","https://www.facebook.com/petshop.mypets","4.6","15","55","so_rede_social","não contatado","","Oi! Vi o My Pets Pet Shop — 15 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Patas de Mel | Banho e Tosa em Meia Praia | Pet Shop Itapema","pet shop","itapema","(54) 99637-1120","","5","43","55","sem_site","não contatado","","Oi! Vi o Patas de Mel | Banho e Tosa em Meia Praia | Pet Shop Itapema aqui em Franca — 43 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Amor de Pet - Banho e Tosa","pet shop","itapema","(47) 99119-4514","https://instagram.com/amordepetshop.itp?utm_medium=copy_link","5","27","55","so_rede_social","não contatado","","Oi! Vi o Amor de Pet - Banho e Tosa — 27 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Pet Mel Pet Shop - Hotel de Cachorro","pet shop","itapema","(47) 99981-8599","https://www.facebook.com/petmel.com.br?mibextid=ZbWKwL","4.8","17","55","so_rede_social","não contatado","","Oi! Vi o Pet Mel Pet Shop - Hotel de Cachorro — 17 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Madalena’s Gastro Bar","Bares","itapema","(47) 98844-4727","","4.7","39","55","sem_site","não contatado","","Oi! Vi o Madalena’s Gastro Bar aqui em Franca — 39 avaliações, nota 4.7, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Vintage Barbearia","barbearia","Ribeirão Preto, SP","(16) 99366-7238","","5","68","45","sem_site","não contatado","","Oi! Vi o Vintage Barbearia aqui em Franca — 68 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Caio Rodrigues Barbearia ️","barbearia","Franca, SP","(16) 99219-5968","","4.8","67","45","sem_site","não contatado","","Oi! Vi o Caio Rodrigues Barbearia ️ aqui em Franca — 67 avaliações, nota 4.8, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Barbearia West Side","barbearia","Franca, SP","(16) 99305-2907","","5","104","45","sem_site","não contatado","","Oi! Vi o Barbearia West Side aqui em Franca — 104 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Hamburgueria Don Diego","hamburgueria","Franca, SP","(16) 99183-3621","","4.6","263","45","sem_site","não contatado","","Oi! Vi o Hamburgueria Don Diego aqui em Franca — 263 avaliações, nota 4.6, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Chic 10","hamburgueria","Franca, SP","(16) 3702-2226","","4.5","973","45","sem_site","não contatado","","Oi! Vi o Chic 10 aqui em Franca — 973 avaliações, nota 4.5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Saúde e Movimento - Academia Feminina","academia","Franca, SP","(16) 99441-1606","","4.8","65","45","sem_site","não contatado","","Oi! Vi o Saúde e Movimento - Academia Feminina aqui em Franca — 65 avaliações, nota 4.8, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
"Renno Clín - Harmonização e rejuvenescimento facial.","estética facial","Franca, SP","(16) 99313-1761","","5","136","45","sem_site","não contatado","","Oi! Vi o Renno Clín - Harmonização e rejuvenescimento facial. aqui em Franca — 136 avaliações, nota 5, mas sem site próprio ainda. Isso é cliente indo pra concorrência que aparece primeiro no Google. Faço sites simples e rápidos, com automação de WhatsApp incluída. Posso te mostrar um exemplo de como ficaria o de vocês, sem compromisso?"
